User,Tweet
PitRko,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
RyanEL73,"@youwouldknow I did a distance learning MA with Falmouth university in writing for script and screen. It’s a great course, learned a huge amount. It really depends on what you want to write, as each “sector” has its own style. Into the Woods by John Yorke is the best book I would recommend."
Oralieve_UK,"Earn 2.5 hours verifiable CPD with our free educational modules! 📝 Take a look at our bite-sized modules here: https://t.co/w0SPluXNNJ
#CPD #SLT #dentalprofessional #carer #hygienest https://t.co/UtwOaDWvqE"
derbycollege,"You might be eligible for a FREE distance learning course! 

Find out more 👇 
https://t.co/KQEBbzhcYX https://t.co/8gsqej4Vg6"
cedejaggi,@GeoLottie @KateClancy @zachshorne Distance learning is challenging.  I’m always proud of those that keep going after the Bachelor degree.  I wish you all the best!
AnotherSpaceNut,@knovastreams i'm studying via distance learning its cheaper and i do it from home might be a solution.
mystery_aura_,@KijanayaKCAU @kcauniversity @CUE_Kenya look at what students are going through oh and Distance Learning is chaos! There's no University here. It's unacceptable!
Gemma18252,RT @IIBMSEDU: Let this year be the year you seek progress rather than perfection and enjoy every victory you win along the way to your goal…
Gemma18252,"RT @IIBMSEDU: A right is not what someone gives you; it’s what no one can take from you. Happy Human Rights Day!
#human_rights_day #online_…"
irisbelmont20,"@SF_England It’s evidence on why I’m studying a distance learning course, and not an in person one. The email says, but I don’t understand the reasonings, mainly because this is the second identical one and I forwarded the first to the doctors surgery which they then used to write a note."
RuthJorgenson,"RT @EmineDzheppar: Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers…"
mgs_1515,"Year 10 Physics pupils have been learning about Moments - the turning effect of a force. The magnitude of a moment can be calculated using the equation: 
moment of a force = force × distance
They have been putting the theories into practice with a wheel during #Physics lessons. https://t.co/pXppJvlWnI"
ShantiShakti1,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
Kazanjy,"Bad look for ""distance"" learning. You think your 23 year old SDRs are any different? https://t.co/n0RZcJLBpa"
Barbara18715,"RT @CDDManchester: Apply now - #MSc programmes include:
- MSc Digital Development
- MSc Management &amp; Information Systems by distance learni…"
Arc_Atlantique,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
kiregct1,"@LPNational Physical relocation was a plus; however, distance learning curriculum  remained in place for most. Obviously, our education taxation theft requires auditing at the very least."
DistanceLrnBot,"RT @mbatours1: The direction in which education starts a man will determine his future life.
Click here:- https://t.co/EORBFqwOFP
#educatio…"
DistanceLrnBot,"RT @angliaruskinDL: We offer a range of undergraduate and postgraduate degree courses available to study online.

Explore our subject areas…"
Sol_Vita_2022,"RT @EmineDzheppar: Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers…"
UKRinUNESCO,"RT @EmineDzheppar: Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers…"
UKRinUNESCO,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
lipokym,"RT @FoodPolicyCity: Just like our MSc #FoodPolicy Distance Learning option, postgrad open events @CityUniLondon are virtual so you can enga…"
sartorialfoodie,"RT @FoodPolicyCity: Just like our MSc #FoodPolicy Distance Learning option, postgrad open events @CityUniLondon are virtual so you can enga…"
FoodPolicyCity,"Just like our MSc #FoodPolicy Distance Learning option, postgrad open events @CityUniLondon are virtual so you can engage with our teaching team wherever you are in the world. Sign up if you'd like to hear about future open events.

https://t.co/Ww8Dw8oZmx"
UofGVet,"Over the years Sam developed an interest in veterinary education which culminated in her setting up the RCVS Accredited Advanced Practice in Veterinary Nursing programme, which is online distance learning post-registration MSc programme specifically for veterinary nurses. https://t.co/Vl1qhRBrML"
mbatours1,"The direction in which education starts a man will determine his future life.
Click here:- https://t.co/EORBFqwOFP
#education #learning #study #onlinelearning #distancelearning #onlineeducation #distanceeducation #online #distance #update #mbatours https://t.co/tx6AwKEb5i"
angliaruskinDL,"We offer a range of undergraduate and postgraduate degree courses available to study online.

Explore our subject areas to find the right distance learning course for you &gt; https://t.co/OrPRYjE05C #onlinelearning #distancelearning https://t.co/rmq3Kznu1M"
BoubaandZaza,"Did you know UNESCO's Global Education Coalition mission is to enable children to learn anywhere, anytime? 

We target grassroot levels across Africa via distance learning with hi-tech, low tech and no tech.

Sign up to find out how!
https://t.co/PMG6vfcm1m

#LearningNeverStops https://t.co/qMIQHVkY7S"
FindAMasters,"You might be surprised by the sheer range of disciplines that you can study a distance learning Masters in...

https://t.co/k9hmMANEvL"
worksmartpanews,Distance Learning ILSPA Legal Secretaries Diploma Course - see @ILSPATraining &amp; https://t.co/P1VJZF6YnZ
vlarendt,"RT @NASWNC: Register Now for the 2022 NASW-NC Virtual Fall Conference! You can receive 13 LIVE hours of CE, and an additional 18 hours of C…"
YogeshG95937827,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
StressTrainer,"Train as a Stress Management Trainer 
By Distance Learning with:
The Stress Management Institute. Est.1995
https://t.co/ch86NNisNm https://t.co/8fuOiAQFuO"
TheWestgateBear,"RT @OpenUniversity: “I chose the OU for its flexibility,....with over 50 years of experience in distance learning, so it was the only choic…"
NSubbany,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
alukhan_,"RT @EmineDzheppar: Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers…"
kidus25032397,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
kys_hihi24,I need online distance learning again please 😀
princes41966028,"After 2 year of distance learning, naranasan ko ulit mag-practice sa p.e 😠 at syempre interact w my classmates. Wohooo! so proud of myself."
mnureddin,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
Astartiel,"RT @EmineDzheppar: Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers…"
Astartiel,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
Klap_Your_Hands,"RT @EmineDzheppar: Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers…"
mr_matth,"RT @EmineDzheppar: Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers…"
emilyhuckabee,"@TheRealThelmaJ1 I had to google this clown. I try to distance myself from anything Maricopa county related because it's like a hog pit &amp; all the hogs are Repubs &amp; it houses a god forsaken alleged institute of higher learning, the devil's playground. But I digress, I meant to say ""funny stuff""!"
Lapointe_JP,"RT @EmineDzheppar: Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers…"
EmineDzheppar,"Grateful to @AAzoulay &amp; the whole @UNESCO team who in cooperation with #Google have begun distributing 50,000 computers to #Ukrainian teachers to help them deliver distance learning and ensure the educational process, affected by #russianaggression https://t.co/dIIl3QlWzc"
EEPU_Balzac_92,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
UNESCOEU,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
aw_journal2021,"Due to high energy prices, Polish universities introduce partial distance learning https://t.co/iCrG9obSzq"
ABriphin,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
Artist_Diplomat,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
UAL_Halls,"Moved away from home and learning how to work out a long distance relationship? 
https://t.co/MhfV43Cxsw"
mdaisacoolguy,"RT @ApeironCom: Distance Learning Web 🖥️🙋📝
.
.
.
- DM for Mobile applications Web and software services 📱🤳
.
.
.

#designs #ui #uidesign #u…"
LeyWry,"@OUstudents Convenience! I've tried distance learning at other institutions but those courses felt a poor alternative to attending at the same places. OU is designed for distance and it does it so well - no missing out, flexible to fit around other responsibilities, and all from home!"
ankitsa64753824,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
SDGoals,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
geostoe,"You never stop learning. TIL that Jesus Christ grew up in walking distance (~5 km) from a major Roman settlement, Sepphoris https://t.co/oGJejvFz91 which, although never mentioned in the Gospels, likely had some influence on his working life before his public ministry."
Lkhagva,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
ADelgersaikhan,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
educationsdotpk,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
DeMongolie,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
sandrabisin,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
Education2030UN,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
sandrabisin,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
Valarrou,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
PhoenixNewsUK,New era for national distance learning provider https://t.co/2SKYcEa8hG https://t.co/jNWF7TBcSS
ApeironCom,"Distance Learning Web 🖥️🙋📝
.
.
.
- DM for Mobile applications Web and software services 📱🤳
.
.
.

#designs #ui #uidesign #uiux #uidesigner #ux #uxui #app #mobile #application #uxdesign #interiordesign #interface #uiuxdesign https://t.co/oickAD4cyB"
FWWinterberg,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
mr_matth,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
Annagoge,"RT @HeartsatPlay: For young people, learning while sitting at a screen can be valuable, but it's too often at the expense of whole-body acc…"
dominicipi,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
AAzoulay,".@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning: a great example of how the private sector can join forces with public institutions to provide sound solutions in times of crisis. https://t.co/QzUPZNK3hB"
Studygreenintl,"Start your study journey with Germany’s Original Distance Learning University

IU aims to make higher education accessible to all. With career-oriented, practical courses and attractive online scholarships...:👉https://t.co/UHcIl3gpsp https://t.co/EX66cD26Mk"
Hobonono71,@OUstudents Had to work to support myself so distance learning was the best option and no one does this better than the OU.
Preps_ng,NUC Releases Updated List of Approved Universities for Distant Learning 2022 https://t.co/EYjYiyknVm
heidiandherbook,@OUstudents Anxiety! Distance learning allows me the same chance to get a degree as others in university
GeoLottie,@KateClancy @cedejaggi @zachshorne I really miss office hours now I’m doing my MSc via distance learning. It was *so* much easier at undergrad being able to go &amp; have a conversation with the person to get help/advice on whatever it was rather than emails back &amp; forth potentially over multiple days.
djsammyt0917,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
rr19762016,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
UN_Ukraine,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
pierresbaptiste,"@SachinRamje Love the work you, Sachin!
learning from a distance"
DYO_Udhampur,"RT @AmritMahotsav: On this day in 1958, #AratiSaha created history by becoming the first Asian woman to swim across the English Channel. Th…"
PritishKamal,#distance learning #proudbloxxer https://t.co/KYWnlhczeC https://t.co/ni97aJqBgB
ArunTheDon30030,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
gtimeducation,"Anytime-Anywhere Learning - Post Graduate Courses-100% Online Programs

Our distance learning and online courses allow you to study wherever you are, arranging your studies around your work or family life.

Visit at: https://t.co/nZkzkh8hvG

#PGCourses #DistanceCourses #GTIM https://t.co/8jn7wkGRKZ"
DHFOnline,"October is Gate Safety Month, and to mark the occasion, DHF is offering  FREE accreditation upgrade for day two of the AGTB Level 2 &amp; Level 4 Award combined course on the Distance Learning Programme when booked during the month of October. 

Book now:  https://t.co/NzTt8GI0S2 https://t.co/O92m60frjC"
readygen,"RT @HeartsatPlay: For young people, learning while sitting at a screen can be valuable, but it's too often at the expense of whole-body acc…"
kosmoeducation,"D.Ed. Admission in Dwarka, D.Ed. Admission in Delhi, D.Ed. Admission. https://t.co/egc0J1DxPJ https://t.co/MRCyj07rV4"
xOhhSuRG,RT @OxbridgeEdu: Our student support system is deemed the best in the distance learning industry. We pride ourselves on our accessibility a…
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.
https://t.co/l6cXvzke0M

#ONPASSIVE #OFounders #earn #GoFounders #... https://t.co/qN7cLOY2EZ"
ChristophRiedl,"RT @BisykOlga: #Volunteers are the treasure of #Caritas🤗
Volunteering at #CaritasKyiv Ivan combines with distance learning.
In the future,…"
AngryStudentCA,"@indik @labavovna @NAFOMoiety @Thursasprengir @fellaraktar @ZelenskyChef I realized it after Bucha after the first images came out &amp; learning of how they destroyed the grain by spilling it into the streets. I wasn't prepared &amp; had no idea, but my children saw me break down &amp; it frightened them. No distance on Earth that can separate you from it."
elicomms05,"Research Paper for Sale!!

Title: Satisfaction Level of Senior High School Science, Technology,Engineering, and Mathematics (STEM) Students in Online Distance Learning

Price: 4k-5k"
BisykOlga,"#Volunteers are the treasure of #Caritas🤗
Volunteering at #CaritasKyiv Ivan combines with distance learning.
In the future, he aspires to involve other students of his university in volunteering. 
#StopWarInUkraine
#CaritasUkraine https://t.co/eFHGZolW6S"
thetigeRAD,RT @terio_garcia: Why are PH politicians so against remote work setups and distance learning? Is this further proof that we are technologic…
AnjaliA8760829,"RT @RSquareCarrer: In India, distance education is extremely popular. Check out the most popular Distance Learning Courses in India that ca…"
TdeVul,"RT @KSAForUNESCO: ""(...) Really pioneering. I am impressed by the transformation of #SaudiArabia"" - Chief, Unit for Technology and #AI in E…"
yesnopossiblyso,"RT @WholeMarsBlog: Suppose i’m training a deep learning model to perform monocular depth estimation. 

I show the model some video, along w…"
datbabiii_lele,You can love someone from a distance and I’m learning that every day
redhunnerr,Learning that it’s ok to love a person from a distance 🤍♟
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.
https://t.co/l6cXvzke0M

#ONPASSIVE #OFounders #earn #GoFounders #... https://t.co/KHz125f2Xo"
procm2,"RT @HeartsatPlay: For young people, learning while sitting at a screen can be valuable, but it's too often at the expense of whole-body acc…"
HubBucket,RT @arXiv__ml: #arXiv #machinelearning [csLG] Tree Mover's Distance: Bridging Graph Metrics and Stability of Graph Neural Networks. (arXiv:…
asilyasil,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
GHRecords818,Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
arXiv__ml,"#arXiv #machinelearning [csLG] Tree Mover's Distance: Bridging Graph Metrics and Stability of Graph Neural Networks. (arXiv:2210.01906v1 [cs.LG]) https://t.co/yRdywxhdsN #mw

Understanding generalization and robustness of machine learning models fundamentally relies on assuming…"
HeartsatPlay,"For young people, learning while sitting at a screen can be valuable, but it's too often at the expense of whole-body access, including activation of distance vision. First give kids some time to connect w/real time visual-spatial relationships. #BrainGym #MovetoLearn #Wellbeing"
adore_vee,"i gave up on learning, i’ll watch from a distance."
OkyKay,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
SoltysikEngMed,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
momonamission21,@NVschoolChoice CCSD is a dumpster fire! Nevada kids deserve school choice. I pulled my kids from “distance learning” after proving it was anything but. Both went to private school. Every child deserves a first class education!
patstagepage,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
naturalbeings01,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
44221JM,"Pedro, I only knew you as a fan but through the efforts of @JuddWinick and everyone involved I have the honor of learning from you, a man that even from a distance was so easy to love. Bless you! https://t.co/LDUsV7JhoT"
whatMsKsaid,"like Mr. Micheal always says, “the performance is bigger than us individually”.

henry drama club forged on thru 2 weeks of distance learning &amp; their teachers’ strike (which they rehearsed on there on over south) to give one of the best performances of all time:

Clue: On Stage https://t.co/PFOB55VTkE"
Guygies,"@oculardegen @Alber_RomGar I don't know that much about the culture, I've been out of programming professionally for about a decade so a lot has changed esp. in machine learning, as far as culture goes.

But the goals, thinking and methodologies are familiar and easy to recognize at a distance."
AstonCorpus,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
MohamedeMone,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
DanG8r,"District 728’s COVID experience. 

Schools shut down per state order March 16 or so to the end of the academic year. 

2020-2021 school year, elementary was in person until Nov. 

Then one week of hybrid. Then Thanksgiving. Then distance learning until about mid-Feb."
Elitesplanet,List of Distance Learning Centers in Nigeria [2022 Edition] https://t.co/7MXjcTgoS4
AqueousThe,"I’m I had to buy a new printer years old this week.

My trusty HP 8610, who survived the pandemic distance learning workload, decided to leave this mortal world. When a $150 part dies with low ratings on replacements, you use your Sam’s Club cash and get a new one. Godspeed 8610."
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.
https://t.co/l6cXvzke0M

#ONPASSIVE #OFounders #earn #GoFounders #... https://t.co/nDzN8HAqn1"
for_initiative,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
AineplanR,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
ProjectSeaStar,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
akindeleismail,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
JombDonald,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
WLuem,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
AqueousThe,"@AmyRoediger Probably both, but distance learning with my oldest autistic son was. very difficult and stressful.  Didn’t realize how much until we found someone to replace me from doing it."
sdgnigeria,"UN: RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukraine to help them deliver distance learning.

Training in digital tools will also be provided to them.

Learn mor… https://t.co/Oyp5AvTIgq"
mbrowndcu,RT @HargreavesBC: Virtual distance learning was not only a dog during COVID. It was a dead dog. And that's an insult to dogs. Yet here's ye…
ChesleighH,RT @HargreavesBC: Virtual distance learning was not only a dog during COVID. It was a dead dog. And that's an insult to dogs. Yet here's ye…
Intheshadowland,@odavies9 Would the Uni consider offering the Folklore Studies MA as a distance learning option? Please... please
gkp107,RT @TradingStdsBlog: @FraserJStephen You are the not first person to say that - although I think some of it was caused by distance learning…
63Querencia,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
VeerAbhiyan,"#RT @UN: RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukraine to help them deliver distance learning.

Training in digital tools will also be provided to them.

Lear… https://t.co/IeMSBe2nCF"
TUCC_Official,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukraine to help them deliver distance learning.

Training in digital tools will also be provided to them.

Learn more: … https://t.co/eoTgBGN1l3"
pjcats56,"@Derricktgoat @Lucy17269389 @Teachers__Unite Yes, the teachers who started early in the day to be ready for 9 a.m., planned multi-level work for the class of students working online in class, online outside of the class, and distance learning with no online learning. Then having parents contacting them till midnight+."
empathy1st1,"@tincanfire We're at home too!
My son is in 6th grade and has been doing distance learning for 3 years now.  My daughter was homeschooled for Kindergarten last year, and is doing distance learning now that she's in 1st grade."
_seeking_light,RT @sadtruthwords: A part of maturity is learning to love some people from a distance. To keep their well-being in your prayers but take a…
tfcjones,"@cosmic_candor @sec_walters So u think this “parent” doesn’t have access already? At school functions , distance learning etc? The only people who are not ok with this are the ones with things to hide, there is no expectation of privacy in a classroom full of kids, there is no justifiable reason not to"
Aloysiuskayita,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
adam_funama,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
td8z4mw,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
seedi22,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
FoundationVeer,"#RT @UN: RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukraine to help them deliver distance learning.

Training in digital tools will also be provided to them.

Lear… https://t.co/ZjBA63QVcq"
engrsikandarha1,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
JordanNISD,RT @Escamilla_Sci: Loved seeing my students engaged in learning about Distance-Time Graphs and Speed. One day using the Labquests and Motio…
PLinUN,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
diplomatic_the,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
LuluFPinedo88,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
Nekona,"Got a surprise work Chromebook upgrade today! I panicked when my computer locked but they were just obsoleting the old machine and needed it back. Farewell old friend, you served me well throughout distance learning."
manu12736938,"WHEN ITS OVER 2-30AM OR FROM SAUDI ARABIA COUNTRY----?
 AND THEN I SEE RETWEET OF HON @UNESCO BY THE HON @UN AS THEY TALK WORLD' TEACHER' DAY AND UKRAINE AND DISTANCE LEARNING AND DIGITAL MATTER ETC.!"
oyemobika,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
UN,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
ChristinaDub79,"RT @empathy1st1: We just had our first outdoor masked park play date with a new friend from my daughter's distance learning class.

We're s…"
empathy1st1,"We just had our first outdoor masked park play date with a new friend from my daughter's distance learning class.

We're so appreciative of finding a family who cares about others and takes precautions like we do.

My daughter's first ""in-person"" friend from school! 🥹"
CabralSankara_X,"University of New Timbuktu System (UNTS) Distance Learning Program

Preparation of Revolutionary Global Afrikan Leadership for the Transformative Systemic Change of the Political, Economic Religious and Military Institutions of Global Afrikans!
https://t.co/xaAg4poViS"
UnimportantO,"@HeberAckland @wavellroom Having experienced ICSC(L) during COVID it was abundantly clear that distance learning, even live tutorials online is far inferior. When a lesson stops it stops, but in person when a lesson stops it gets discussed in the corridor, the dinner queue, the bar, study groups form etc."
MarielzaTalks,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
MatthieuGuevel,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
Paromitabardolo,"So I am getting this girl admitted as a under graduate student in DU distance learning. Now the graduate course is 4 years.  

I promised her that I shall suport her in her studies for 4 years. 

So today is my start of 4 years. Fingers crossed. 

I myself feel like a student."
BizNetworkRC,"RT @DucoDigital: We offer @bcs accredited online courses in:⁠
⁠
- Ethical IT⁠
- Business Analysis⁠
- Data Protection⁠
- Artificial Intellig…"
LeicesterCSSAH,RT @LeicAppLing: Not too late to apply for the Distance Learning MA Applied Linguistics and TESOL at the University of Leicester: https://t…
GaryMil28584117,"@EducationMN @drscottjensen Parents were shocked to learn what actually went on in classrooms, thanks to COVID and distance learning.

I learned my district is no longer teaching scientific method in science classes!  

Imagine what other ""conspiracy theories"" are actually...true...about what schools do."
Victoryabro,RT @Shi4Tech: @Victoryabro @RoyalHolloway @ISGnews @DrJDrooghaag @FrRonconi @Dahl_Consult @Fabriziobustama @IanLJones98 @nishatriaz @manzoo…
TawandaMakawa,RT @unescoROSA: Making learning easy for all: today we celebrate #WorldTeachersDay2022 by launching 4 online modules to empower #teachers w…
LAPOP_Lab,"[4/4] What factors beyond demographic &amp; socioeconomic characteristics influence evaluations of the provision of distance learning? Read our latest Insights report by Prisha Punjwani to find out: https://t.co/Wcr9zISOV1
More from the Insights series here: https://t.co/qVSYXs9T0I"
LAPOP_Lab,"[3/4] On average in the LAC region, more educated individuals were less likely to say that the government provided effective distance learning during the pandemic. https://t.co/pOEjfnTST0"
LAPOP_Lab,"[2/4] Among most of the LAC countries surveyed, about half or more say their governments provided effective distance learning during the pandemic. https://t.co/DsecN4iJSD"
LAPOP_Lab,"Our latest Insights report is now available! These provide a short analysis of policy-relevant data from the #AmericasBarometer. The latest by Prisha Punjwani analyzes evaluations of distance learning during the COVID-19 pandemic.

🔗 https://t.co/Wcr9zJapMz 

Key findings👇🧵"
